,Time (q:q+length),q:q+length,Time (0:0+length),0:0+length,Time (2016+q:2016+q+length),2016+q:2016+q+length
1523,2020-01-25T08:15:02.000000000Z,30,2020-01-25T08:05:02.000000000Z,30,2020-02-24T00:30:02.000000000Z,30
1524,2020-01-25T08:20:02.000000000Z,30,2020-01-25T08:10:02.000000000Z,30,2020-02-24T00:35:02.000000000Z,29
1525,2020-01-25T08:25:02.000000000Z,30,2020-01-25T08:15:02.000000000Z,30,2020-02-24T00:40:02.000000000Z,29
1526,2020-01-25T08:30:02.000000000Z,30,2020-01-25T08:20:02.000000000Z,30,2020-02-24T00:45:02.000000000Z,29
1527,2020-01-25T08:35:02.000000000Z,30,2020-01-25T08:25:02.000000000Z,30,2020-02-24T00:50:04.000000000Z,29
1528,2020-01-25T08:40:02.000000000Z,30,2020-01-25T08:30:02.000000000Z,30,2020-02-24T00:55:01.000000000Z,29
1529,2020-01-25T08:45:02.000000000Z,30,2020-01-25T08:35:02.000000000Z,30,2020-02-24T01:00:02.000000000Z,29
1530,2020-01-25T08:50:02.000000000Z,31,2020-01-25T08:40:02.000000000Z,30,2020-02-24T01:05:02.000000000Z,30
1531,2020-01-25T08:55:02.000000000Z,32,2020-01-25T08:45:02.000000000Z,30,2020-02-24T01:10:02.000000000Z,30
1532,2020-01-25T09:00:02.000000000Z,32,2020-01-25T08:50:02.000000000Z,31,2020-02-24T01:15:02.000000000Z,30
1533,2020-01-25T09:05:02.000000000Z,32,2020-01-25T08:55:02.000000000Z,32,2020-02-24T01:20:02.000000000Z,30
1534,2020-01-25T09:10:02.000000000Z,32,2020-01-25T09:00:02.000000000Z,32,2020-02-24T01:25:02.000000000Z,30
1535,2020-01-25T09:15:02.000000000Z,32,2020-01-25T09:05:02.000000000Z,32,2020-02-24T01:30:02.000000000Z,30
1536,2020-01-25T09:20:02.000000000Z,32,2020-01-25T09:10:02.000000000Z,32,2020-02-24T01:35:03.000000000Z,30
1537,2020-01-25T09:25:02.000000000Z,31,2020-01-25T09:15:02.000000000Z,32,2020-02-24T01:40:02.000000000Z,30
1538,2020-01-25T09:30:02.000000000Z,31,2020-01-25T09:20:02.000000000Z,32,2020-02-24T01:45:02.000000000Z,31
1539,2020-01-25T09:35:02.000000000Z,31,2020-01-25T09:25:02.000000000Z,31,2020-02-24T01:50:02.000000000Z,32
1540,2020-01-25T09:40:02.000000000Z,31,2020-01-25T09:30:02.000000000Z,31,2020-02-24T01:55:02.000000000Z,32
1541,2020-01-25T09:45:02.000000000Z,31,2020-01-25T09:35:02.000000000Z,31,2020-02-24T02:00:02.000000000Z,32
1542,2020-01-25T09:50:02.000000000Z,31,2020-01-25T09:40:02.000000000Z,31,2020-02-24T02:05:02.000000000Z,32
1543,2020-01-25T09:55:02.000000000Z,31,2020-01-25T09:45:02.000000000Z,31,2020-02-24T02:10:02.000000000Z,32
1544,2020-01-25T10:00:02.000000000Z,30,2020-01-25T09:50:02.000000000Z,31,2020-02-24T02:15:02.000000000Z,32
1545,2020-01-25T10:05:02.000000000Z,30,2020-01-25T09:55:02.000000000Z,31,2020-02-24T02:20:02.000000000Z,32
1546,2020-01-25T10:10:02.000000000Z,30,2020-01-25T10:00:02.000000000Z,30,2020-02-24T02:25:02.000000000Z,33
1547,2020-01-25T10:15:02.000000000Z,30,2020-01-25T10:05:02.000000000Z,30,2020-02-24T02:30:02.000000000Z,33
1548,2020-01-25T10:20:02.000000000Z,30,2020-01-25T10:10:02.000000000Z,30,2020-02-24T02:35:02.000000000Z,32
1549,2020-01-25T10:25:02.000000000Z,31,2020-01-25T10:15:02.000000000Z,30,2020-02-24T02:40:02.000000000Z,32
1550,2020-01-25T10:30:02.000000000Z,31,2020-01-25T10:20:02.000000000Z,30,2020-02-24T02:45:03.000000000Z,32
1551,2020-01-25T10:35:02.000000000Z,31,2020-01-25T10:25:02.000000000Z,31,2020-02-24T02:50:02.000000000Z,32
1552,2020-01-25T10:40:02.000000000Z,31,2020-01-25T10:30:02.000000000Z,31,2020-02-24T02:55:02.000000000Z,30
1553,2020-01-25T10:45:02.000000000Z,31,2020-01-25T10:35:02.000000000Z,31,2020-02-24T03:00:02.000000000Z,29
1554,2020-01-25T10:50:02.000000000Z,31,2020-01-25T10:40:02.000000000Z,31,2020-02-24T03:05:02.000000000Z,29
1555,2020-01-25T10:55:02.000000000Z,31,2020-01-25T10:45:02.000000000Z,31,2020-02-24T03:10:02.000000000Z,26
1556,2020-01-25T11:00:03.000000000Z,31,2020-01-25T10:50:02.000000000Z,31,2020-02-24T03:15:02.000000000Z,25
1557,2020-01-25T11:05:02.000000000Z,31,2020-01-25T10:55:02.000000000Z,31,2020-02-24T03:20:02.000000000Z,25
1558,2020-01-25T11:10:02.000000000Z,32,2020-01-25T11:00:03.000000000Z,31,2020-02-24T03:25:02.000000000Z,26
1559,2020-01-25T11:15:02.000000000Z,32,2020-01-25T11:05:02.000000000Z,31,2020-02-24T03:30:02.000000000Z,26
1560,2020-01-25T11:20:02.000000000Z,31,2020-01-25T11:10:02.000000000Z,32,2020-02-24T03:35:02.000000000Z,26
1561,2020-01-25T11:25:02.000000000Z,27,2020-01-25T11:15:02.000000000Z,32,2020-02-24T03:40:02.000000000Z,26
1562,2020-01-25T11:30:02.000000000Z,29,2020-01-25T11:20:02.000000000Z,31,2020-02-24T03:45:02.000000000Z,27
1563,2020-01-25T11:35:02.000000000Z,29,2020-01-25T11:25:02.000000000Z,27,2020-02-24T03:50:02.000000000Z,27
1564,2020-01-25T11:40:02.000000000Z,29,2020-01-25T11:30:02.000000000Z,29,2020-02-24T03:55:02.000000000Z,28
1565,2020-01-25T11:45:02.000000000Z,27,2020-01-25T11:35:02.000000000Z,29,2020-02-24T04:00:02.000000000Z,28
1566,2020-01-25T11:50:02.000000000Z,27,2020-01-25T11:40:02.000000000Z,29,2020-02-24T04:05:02.000000000Z,28
1567,2020-01-25T11:55:02.000000000Z,26,2020-01-25T11:45:02.000000000Z,27,2020-02-24T04:10:02.000000000Z,29
1568,2020-01-25T12:00:02.000000000Z,26,2020-01-25T11:50:02.000000000Z,27,2020-02-24T04:15:02.000000000Z,27
1569,2020-01-25T12:05:02.000000000Z,27,2020-01-25T11:55:02.000000000Z,26,2020-02-24T04:20:02.000000000Z,27
1570,2020-01-25T12:10:02.000000000Z,29,2020-01-25T12:00:02.000000000Z,26,2020-02-24T04:25:02.000000000Z,27
1571,2020-01-25T12:15:02.000000000Z,29,2020-01-25T12:05:02.000000000Z,27,2020-02-24T04:30:02.000000000Z,28
1572,2020-01-25T12:20:02.000000000Z,29,2020-01-25T12:10:02.000000000Z,29,2020-02-24T04:35:02.000000000Z,28
1573,2020-01-25T12:25:02.000000000Z,30,2020-01-25T12:15:02.000000000Z,29,2020-02-24T04:40:02.000000000Z,28
1574,2020-01-25T12:30:02.000000000Z,31,2020-01-25T12:20:02.000000000Z,29,2020-02-24T04:45:02.000000000Z,28
1575,2020-01-25T12:35:02.000000000Z,31,2020-01-25T12:25:02.000000000Z,30,2020-02-24T04:50:02.000000000Z,29
1576,2020-01-25T12:40:02.000000000Z,31,2020-01-25T12:30:02.000000000Z,31,2020-02-24T04:55:02.000000000Z,29
1577,2020-01-25T12:45:02.000000000Z,31,2020-01-25T12:35:02.000000000Z,31,2020-02-24T05:00:02.000000000Z,30
1578,2020-01-25T12:50:02.000000000Z,30,2020-01-25T12:40:02.000000000Z,31,2020-02-24T05:05:02.000000000Z,29
1579,2020-01-25T12:55:02.000000000Z,30,2020-01-25T12:45:02.000000000Z,31,2020-02-24T05:10:02.000000000Z,28
1580,2020-01-25T13:00:02.000000000Z,30,2020-01-25T12:50:02.000000000Z,30,2020-02-24T05:15:02.000000000Z,28
1581,2020-01-25T13:05:02.000000000Z,30,2020-01-25T12:55:02.000000000Z,30,2020-02-24T05:20:02.000000000Z,28
1582,2020-01-25T13:10:02.000000000Z,31,2020-01-25T13:00:02.000000000Z,30,2020-02-24T05:25:02.000000000Z,28
1583,2020-01-25T13:15:02.000000000Z,31,2020-01-25T13:05:02.000000000Z,30,2020-02-24T05:30:02.000000000Z,28
1584,2020-01-25T13:20:02.000000000Z,30,2020-01-25T13:10:02.000000000Z,31,2020-02-24T05:35:02.000000000Z,27
1585,2020-01-25T13:25:02.000000000Z,31,2020-01-25T13:15:02.000000000Z,31,2020-02-24T05:40:02.000000000Z,27
1586,2020-01-25T13:30:02.000000000Z,32,2020-01-25T13:20:02.000000000Z,30,2020-02-24T05:45:02.000000000Z,27
1587,2020-01-25T13:35:02.000000000Z,33,2020-01-25T13:25:02.000000000Z,31,2020-02-24T05:50:02.000000000Z,26
1588,2020-01-25T13:40:02.000000000Z,34,2020-01-25T13:30:02.000000000Z,32,2020-02-24T05:55:02.000000000Z,28
1589,2020-01-25T13:45:02.000000000Z,34,2020-01-25T13:35:02.000000000Z,33,2020-02-24T06:00:02.000000000Z,26
1590,2020-01-25T13:50:02.000000000Z,33,2020-01-25T13:40:02.000000000Z,34,2020-02-24T06:05:02.000000000Z,26
1591,2020-01-25T13:55:02.000000000Z,32,2020-01-25T13:45:02.000000000Z,34,2020-02-24T06:10:02.000000000Z,29
1592,2020-01-25T14:00:02.000000000Z,31,2020-01-25T13:50:02.000000000Z,33,2020-02-24T06:15:02.000000000Z,31
1593,2020-01-25T14:05:02.000000000Z,31,2020-01-25T13:55:02.000000000Z,32,2020-02-24T06:20:02.000000000Z,30
1594,2020-01-25T14:10:02.000000000Z,31,2020-01-25T14:00:02.000000000Z,31,2020-02-24T06:25:02.000000000Z,29
1595,2020-01-25T14:15:02.000000000Z,31,2020-01-25T14:05:02.000000000Z,31,2020-02-24T06:30:02.000000000Z,29
1596,2020-01-25T14:20:02.000000000Z,31,2020-01-25T14:10:02.000000000Z,31,2020-02-24T06:35:02.000000000Z,28
1597,2020-01-25T14:25:02.000000000Z,29,2020-01-25T14:15:02.000000000Z,31,2020-02-24T06:40:02.000000000Z,25
1598,2020-01-25T14:30:02.000000000Z,31,2020-01-25T14:20:02.000000000Z,31,2020-02-24T06:45:02.000000000Z,21
1599,2020-01-25T14:35:02.000000000Z,31,2020-01-25T14:25:02.000000000Z,29,2020-02-24T06:50:02.000000000Z,22
1600,2020-01-25T14:40:02.000000000Z,31,2020-01-25T14:30:02.000000000Z,31,2020-02-24T06:55:02.000000000Z,24
1601,2020-01-25T14:45:02.000000000Z,30,2020-01-25T14:35:02.000000000Z,31,2020-02-24T07:00:02.000000000Z,24
1602,2020-01-25T14:50:02.000000000Z,29,2020-01-25T14:40:02.000000000Z,31,2020-02-24T07:05:02.000000000Z,24
1603,2020-01-25T14:55:02.000000000Z,32,2020-01-25T14:45:02.000000000Z,30,2020-02-24T07:10:02.000000000Z,25
1604,2020-01-25T15:00:02.000000000Z,30,2020-01-25T14:50:02.000000000Z,29,2020-02-24T07:15:02.000000000Z,28
1605,2020-01-25T15:05:02.000000000Z,30,2020-01-25T14:55:02.000000000Z,32,2020-02-24T07:20:02.000000000Z,29
1606,2020-01-25T15:10:02.000000000Z,34,2020-01-25T15:00:02.000000000Z,30,2020-02-24T07:25:02.000000000Z,29
1607,2020-01-25T15:15:02.000000000Z,34,2020-01-25T15:05:02.000000000Z,30,2020-02-24T07:30:02.000000000Z,29
1608,2020-01-25T15:20:02.000000000Z,34,2020-01-25T15:10:02.000000000Z,34,2020-02-24T07:35:02.000000000Z,29
1609,2020-01-25T15:25:02.000000000Z,39,2020-01-25T15:15:02.000000000Z,34,2020-02-24T07:40:02.000000000Z,29
1610,2020-01-25T15:30:02.000000000Z,40,2020-01-25T15:20:02.000000000Z,34,2020-02-24T07:45:02.000000000Z,30
1611,2020-01-25T15:35:02.000000000Z,40,2020-01-25T15:25:02.000000000Z,39,2020-02-24T07:50:02.000000000Z,30
1612,2020-01-25T15:40:02.000000000Z,39,2020-01-25T15:30:02.000000000Z,40,2020-02-24T07:55:02.000000000Z,32
1613,2020-01-25T15:45:02.000000000Z,39,2020-01-25T15:35:02.000000000Z,40,2020-02-24T08:00:02.000000000Z,31
1614,2020-01-25T15:50:02.000000000Z,39,2020-01-25T15:40:02.000000000Z,39,2020-02-24T08:05:02.000000000Z,30
1615,2020-01-25T15:55:02.000000000Z,40,2020-01-25T15:45:02.000000000Z,39,2020-02-24T08:10:02.000000000Z,38
1616,2020-01-25T16:00:02.000000000Z,40,2020-01-25T15:50:02.000000000Z,39,2020-02-24T08:15:02.000000000Z,39
1617,2020-01-25T16:05:02.000000000Z,40,2020-01-25T15:55:02.000000000Z,40,2020-02-24T08:20:02.000000000Z,38
1618,2020-01-25T16:10:02.000000000Z,39,2020-01-25T16:00:02.000000000Z,40,2020-02-24T08:25:02.000000000Z,38
1619,2020-01-25T16:15:02.000000000Z,39,2020-01-25T16:05:02.000000000Z,40,2020-02-24T08:30:02.000000000Z,37
1620,2020-01-25T16:20:02.000000000Z,40,2020-01-25T16:10:02.000000000Z,39,2020-02-24T08:35:03.000000000Z,37
1621,2020-01-25T16:25:02.000000000Z,38,2020-01-25T16:15:02.000000000Z,39,2020-02-24T08:40:03.000000000Z,38
1622,2020-01-25T16:30:02.000000000Z,38,2020-01-25T16:20:02.000000000Z,40,2020-02-24T08:45:02.000000000Z,36
1623,2020-01-25T16:35:02.000000000Z,38,2020-01-25T16:25:02.000000000Z,38,2020-02-24T08:50:02.000000000Z,37
1624,2020-01-25T16:40:02.000000000Z,37,2020-01-25T16:30:02.000000000Z,38,2020-02-24T08:55:02.000000000Z,37
1625,2020-01-25T16:45:02.000000000Z,35,2020-01-25T16:35:02.000000000Z,38,2020-02-24T09:00:02.000000000Z,37
1626,2020-01-25T16:50:02.000000000Z,35,2020-01-25T16:40:02.000000000Z,37,2020-02-24T09:05:02.000000000Z,37
1627,2020-01-25T16:55:02.000000000Z,35,2020-01-25T16:45:02.000000000Z,35,2020-02-24T09:10:03.000000000Z,37
1628,2020-01-25T17:00:02.000000000Z,35,2020-01-25T16:50:02.000000000Z,35,2020-02-24T09:15:02.000000000Z,36
1629,2020-01-25T17:05:02.000000000Z,34,2020-01-25T16:55:02.000000000Z,35,2020-02-24T09:20:01.000000000Z,38
1630,2020-01-25T17:10:02.000000000Z,34,2020-01-25T17:00:02.000000000Z,35,2020-02-24T09:25:02.000000000Z,38
1631,2020-01-25T17:15:02.000000000Z,33,2020-01-25T17:05:02.000000000Z,34,2020-02-24T09:30:03.000000000Z,37
1632,2020-01-25T17:20:02.000000000Z,34,2020-01-25T17:10:02.000000000Z,34,2020-02-24T09:35:02.000000000Z,39
1633,2020-01-25T17:25:02.000000000Z,35,2020-01-25T17:15:02.000000000Z,33,2020-02-24T09:40:02.000000000Z,39
1634,2020-01-25T17:30:02.000000000Z,35,2020-01-25T17:20:02.000000000Z,34,2020-02-24T09:45:02.000000000Z,37
1635,2020-01-25T17:35:02.000000000Z,35,2020-01-25T17:25:02.000000000Z,35,2020-02-24T09:50:02.000000000Z,31
1636,2020-01-25T17:40:02.000000000Z,35,2020-01-25T17:30:02.000000000Z,35,2020-02-24T09:55:02.000000000Z,29
1637,2020-01-25T17:45:02.000000000Z,35,2020-01-25T17:35:02.000000000Z,35,2020-02-24T10:00:02.000000000Z,28
1638,2020-01-25T17:50:02.000000000Z,35,2020-01-25T17:40:02.000000000Z,35,2020-02-24T10:05:02.000000000Z,29
1639,2020-01-25T17:55:02.000000000Z,34,2020-01-25T17:45:02.000000000Z,35,2020-02-24T10:10:02.000000000Z,31
1640,2020-01-25T18:00:02.000000000Z,34,2020-01-25T17:50:02.000000000Z,35,2020-02-24T10:15:02.000000000Z,30
1641,2020-01-25T18:05:02.000000000Z,35,2020-01-25T17:55:02.000000000Z,34,2020-02-24T10:20:02.000000000Z,30
1642,2020-01-25T18:10:02.000000000Z,35,2020-01-25T18:00:02.000000000Z,34,2020-02-24T10:25:02.000000000Z,30
1643,2020-01-25T18:15:02.000000000Z,35,2020-01-25T18:05:02.000000000Z,35,2020-02-24T10:30:02.000000000Z,31
1644,2020-01-25T18:20:02.000000000Z,35,2020-01-25T18:10:02.000000000Z,35,2020-02-24T10:35:02.000000000Z,31
1645,2020-01-25T18:25:02.000000000Z,35,2020-01-25T18:15:02.000000000Z,35,2020-02-24T10:40:02.000000000Z,32
1646,2020-01-25T18:30:02.000000000Z,35,2020-01-25T18:20:02.000000000Z,35,2020-02-24T10:45:02.000000000Z,35
1647,2020-01-25T18:35:02.000000000Z,36,2020-01-25T18:25:02.000000000Z,35,2020-02-24T10:50:02.000000000Z,34
1648,2020-01-25T18:40:02.000000000Z,36,2020-01-25T18:30:02.000000000Z,35,2020-02-24T10:55:02.000000000Z,35
1649,2020-01-25T18:45:02.000000000Z,36,2020-01-25T18:35:02.000000000Z,36,2020-02-24T11:00:02.000000000Z,36
1650,2020-01-25T18:50:02.000000000Z,36,2020-01-25T18:40:02.000000000Z,36,2020-02-24T11:05:02.000000000Z,39
1651,2020-01-25T18:55:02.000000000Z,36,2020-01-25T18:45:02.000000000Z,36,2020-02-24T11:10:02.000000000Z,40
1652,2020-01-25T19:00:02.000000000Z,36,2020-01-25T18:50:02.000000000Z,36,2020-02-24T11:15:02.000000000Z,40
1653,2020-01-25T19:05:02.000000000Z,36,2020-01-25T18:55:02.000000000Z,36,2020-02-24T11:20:02.000000000Z,39
1654,2020-01-25T19:10:02.000000000Z,38,2020-01-25T19:00:02.000000000Z,36,2020-02-24T11:25:02.000000000Z,39
1655,2020-01-25T19:15:02.000000000Z,38,2020-01-25T19:05:02.000000000Z,36,2020-02-24T11:30:02.000000000Z,37
1656,2020-01-25T19:20:02.000000000Z,37,2020-01-25T19:10:02.000000000Z,38,2020-02-24T11:35:02.000000000Z,37
1657,2020-01-25T19:25:02.000000000Z,37,2020-01-25T19:15:02.000000000Z,38,2020-02-24T11:40:03.000000000Z,37
1658,2020-01-25T19:30:02.000000000Z,37,2020-01-25T19:20:02.000000000Z,37,2020-02-24T11:45:02.000000000Z,38
1659,2020-01-25T19:35:02.000000000Z,38,2020-01-25T19:25:02.000000000Z,37,2020-02-24T11:50:02.000000000Z,40
1660,2020-01-25T19:40:02.000000000Z,38,2020-01-25T19:30:02.000000000Z,37,2020-02-24T11:55:02.000000000Z,40
1661,2020-01-25T19:45:02.000000000Z,38,2020-01-25T19:35:02.000000000Z,38,2020-02-24T12:00:02.000000000Z,39
1662,2020-01-25T19:50:02.000000000Z,38,2020-01-25T19:40:02.000000000Z,38,2020-02-24T12:05:03.000000000Z,39
1663,2020-01-25T19:55:02.000000000Z,38,2020-01-25T19:45:02.000000000Z,38,2020-02-24T12:10:02.000000000Z,39
1664,2020-01-25T20:00:02.000000000Z,38,2020-01-25T19:50:02.000000000Z,38,2020-02-24T12:15:02.000000000Z,39
1665,2020-01-25T20:05:02.000000000Z,38,2020-01-25T19:55:02.000000000Z,38,2020-02-24T12:20:02.000000000Z,39
1666,2020-01-25T20:10:02.000000000Z,38,2020-01-25T20:00:02.000000000Z,38,2020-02-24T12:25:02.000000000Z,40
1667,2020-01-25T20:15:02.000000000Z,37,2020-01-25T20:05:02.000000000Z,38,2020-02-24T12:30:02.000000000Z,40
1668,2020-01-25T20:20:02.000000000Z,36,2020-01-25T20:10:02.000000000Z,38,2020-02-24T12:35:02.000000000Z,40
1669,2020-01-25T20:25:02.000000000Z,36,2020-01-25T20:15:02.000000000Z,37,2020-02-24T12:40:02.000000000Z,40
1670,2020-01-25T20:30:02.000000000Z,36,2020-01-25T20:20:02.000000000Z,36,2020-02-24T12:45:02.000000000Z,40
1671,2020-01-25T20:35:02.000000000Z,36,2020-01-25T20:25:02.000000000Z,36,2020-02-24T12:50:02.000000000Z,39
1672,2020-01-25T20:40:02.000000000Z,40,2020-01-25T20:30:02.000000000Z,36,2020-02-24T12:55:02.000000000Z,38
1673,2020-01-25T20:45:02.000000000Z,39,2020-01-25T20:35:02.000000000Z,36,2020-02-24T13:00:02.000000000Z,36
1674,2020-01-25T20:50:02.000000000Z,39,2020-01-25T20:40:02.000000000Z,40,2020-02-24T13:05:02.000000000Z,39
1675,2020-01-25T20:55:02.000000000Z,39,2020-01-25T20:45:02.000000000Z,39,2020-02-24T13:10:02.000000000Z,39
1676,2020-01-25T21:00:02.000000000Z,37,2020-01-25T20:50:02.000000000Z,39,2020-02-24T13:15:03.000000000Z,38
1677,2020-01-25T21:05:02.000000000Z,39,2020-01-25T20:55:02.000000000Z,39,2020-02-24T13:20:02.000000000Z,38
1678,2020-01-25T21:10:02.000000000Z,39,2020-01-25T21:00:02.000000000Z,37,2020-02-24T13:25:02.000000000Z,38
1679,2020-01-25T21:15:02.000000000Z,40,2020-01-25T21:05:02.000000000Z,39,2020-02-24T13:30:02.000000000Z,40
1680,2020-01-25T21:20:02.000000000Z,40,2020-01-25T21:10:02.000000000Z,39,2020-02-24T13:35:02.000000000Z,40
1681,2020-01-27T13:40:05.000000000Z,39,2020-01-25T21:15:02.000000000Z,40,2020-02-24T13:40:02.000000000Z,40
1682,2020-01-27T13:45:03.000000000Z,40,2020-01-25T21:20:02.000000000Z,40,2020-02-24T13:45:02.000000000Z,40
1683,2020-01-27T13:50:02.000000000Z,39,2020-01-27T13:40:05.000000000Z,39,2020-02-24T13:50:02.000000000Z,40
1684,2020-01-27T13:55:03.000000000Z,39,2020-01-27T13:45:03.000000000Z,40,2020-02-24T13:55:02.000000000Z,40
1685,2020-01-27T14:00:03.000000000Z,39,2020-01-27T13:50:02.000000000Z,39,2020-02-24T14:00:02.000000000Z,39
1686,2020-01-27T14:05:02.000000000Z,40,2020-01-27T13:55:03.000000000Z,39,2020-02-24T14:05:02.000000000Z,39
1687,2020-01-27T14:10:03.000000000Z,40,2020-01-27T14:00:03.000000000Z,39,2020-02-24T14:10:02.000000000Z,39
1688,2020-01-27T14:15:02.000000000Z,40,2020-01-27T14:05:02.000000000Z,40,2020-02-24T14:15:02.000000000Z,39
1689,2020-01-27T14:20:02.000000000Z,40,2020-01-27T14:10:03.000000000Z,40,2020-02-24T14:20:02.000000000Z,39
1690,2020-01-27T14:25:02.000000000Z,40,2020-01-27T14:15:02.000000000Z,40,2020-02-24T14:25:02.000000000Z,39
1691,2020-01-27T14:30:02.000000000Z,39,2020-01-27T14:20:02.000000000Z,40,2020-02-24T14:30:02.000000000Z,39
1692,2020-01-27T14:35:02.000000000Z,39,2020-01-27T14:25:02.000000000Z,40,2020-02-24T14:35:02.000000000Z,39
1693,2020-01-27T14:40:02.000000000Z,39,2020-01-27T14:30:02.000000000Z,39,2020-02-24T14:40:02.000000000Z,39
1694,2020-01-27T14:45:02.000000000Z,39,2020-01-27T14:35:02.000000000Z,39,2020-02-24T14:45:02.000000000Z,39
1695,2020-01-27T14:50:02.000000000Z,38,2020-01-27T14:40:02.000000000Z,39,2020-02-24T14:50:02.000000000Z,38
1696,2020-01-27T14:55:02.000000000Z,38,2020-01-27T14:45:02.000000000Z,39,2020-02-24T14:55:02.000000000Z,38
1697,2020-01-27T15:00:02.000000000Z,38,2020-01-27T14:50:02.000000000Z,38,2020-02-24T15:00:02.000000000Z,38
1698,2020-01-27T15:05:02.000000000Z,38,2020-01-27T14:55:02.000000000Z,38,2020-02-24T15:05:02.000000000Z,37
1699,2020-01-27T15:10:02.000000000Z,38,2020-01-27T15:00:02.000000000Z,38,2020-02-24T15:10:03.000000000Z,37
1700,2020-01-27T15:15:02.000000000Z,38,2020-01-27T15:05:02.000000000Z,38,2020-02-24T15:15:02.000000000Z,37
1701,2020-01-27T15:20:02.000000000Z,40,2020-01-27T15:10:02.000000000Z,38,2020-02-24T15:20:02.000000000Z,38
1702,2020-01-27T15:25:02.000000000Z,40,2020-01-27T15:15:02.000000000Z,38,2020-02-24T15:25:02.000000000Z,38
1703,2020-01-27T15:30:02.000000000Z,40,2020-01-27T15:20:02.000000000Z,40,2020-02-24T15:30:02.000000000Z,38
1704,2020-01-27T15:35:02.000000000Z,40,2020-01-27T15:25:02.000000000Z,40,2020-02-24T15:35:02.000000000Z,38
1705,2020-01-27T15:40:02.000000000Z,40,2020-01-27T15:30:02.000000000Z,40,2020-02-24T15:40:02.000000000Z,37
1706,2020-01-27T15:45:02.000000000Z,40,2020-01-27T15:35:02.000000000Z,40,2020-02-24T15:45:02.000000000Z,37
1707,2020-01-27T15:50:02.000000000Z,40,2020-01-27T15:40:02.000000000Z,40,2020-02-24T15:50:03.000000000Z,39
1708,2020-01-27T15:55:02.000000000Z,40,2020-01-27T15:45:02.000000000Z,40,2020-02-24T15:55:02.000000000Z,38
1709,2020-01-27T16:00:02.000000000Z,40,2020-01-27T15:50:02.000000000Z,40,2020-02-24T16:00:02.000000000Z,38
1710,2020-01-27T16:05:02.000000000Z,40,2020-01-27T15:55:02.000000000Z,40,2020-02-24T16:05:02.000000000Z,36
1711,2020-01-27T16:10:02.000000000Z,40,2020-01-27T16:00:02.000000000Z,40,2020-02-24T16:10:02.000000000Z,36
1712,2020-01-27T16:15:02.000000000Z,40,2020-01-27T16:05:02.000000000Z,40,2020-02-24T16:15:02.000000000Z,37
1713,2020-01-27T16:20:02.000000000Z,40,2020-01-27T16:10:02.000000000Z,40,2020-02-24T16:20:02.000000000Z,37
1714,2020-01-27T16:25:02.000000000Z,40,2020-01-27T16:15:02.000000000Z,40,2020-02-24T16:25:02.000000000Z,37
1715,2020-01-27T16:30:02.000000000Z,40,2020-01-27T16:20:02.000000000Z,40,2020-02-24T16:30:02.000000000Z,37
1716,2020-01-27T16:35:02.000000000Z,39,2020-01-27T16:25:02.000000000Z,40,2020-02-24T16:35:02.000000000Z,37
1717,2020-01-27T16:40:02.000000000Z,39,2020-01-27T16:30:02.000000000Z,40,2020-02-24T16:40:02.000000000Z,37
1718,2020-01-27T16:45:02.000000000Z,40,2020-01-27T16:35:02.000000000Z,39,2020-02-24T16:45:02.000000000Z,39
1719,2020-01-27T16:50:02.000000000Z,40,2020-01-27T16:40:02.000000000Z,39,2020-02-24T16:50:02.000000000Z,40
1720,2020-01-27T16:55:02.000000000Z,40,2020-01-27T16:45:02.000000000Z,40,2020-02-24T16:55:02.000000000Z,40
1721,2020-01-27T17:00:02.000000000Z,40,2020-01-27T16:50:02.000000000Z,40,2020-02-24T17:00:02.000000000Z,40
1722,2020-01-27T17:05:02.000000000Z,40,2020-01-27T16:55:02.000000000Z,40,2020-02-24T17:05:02.000000000Z,40
1723,2020-01-27T17:10:02.000000000Z,40,2020-01-27T17:00:02.000000000Z,40,2020-02-24T17:10:02.000000000Z,40
1724,2020-01-27T17:15:02.000000000Z,40,2020-01-27T17:05:02.000000000Z,40,2020-02-24T17:15:02.000000000Z,40
1725,2020-01-27T17:20:02.000000000Z,40,2020-01-27T17:10:02.000000000Z,40,2020-02-24T17:20:02.000000000Z,40
1726,2020-01-27T17:25:02.000000000Z,40,2020-01-27T17:15:02.000000000Z,40,2020-02-24T17:25:02.000000000Z,40
1727,2020-01-27T17:30:02.000000000Z,40,2020-01-27T17:20:02.000000000Z,40,2020-02-24T17:30:02.000000000Z,40
1728,2020-01-27T17:35:02.000000000Z,40,2020-01-27T17:25:02.000000000Z,40,2020-02-24T17:35:02.000000000Z,40
1729,2020-01-27T17:40:02.000000000Z,40,2020-01-27T17:30:02.000000000Z,40,2020-02-24T17:40:02.000000000Z,40
1730,2020-01-27T17:45:02.000000000Z,40,2020-01-27T17:35:02.000000000Z,40,2020-02-24T17:45:02.000000000Z,40
1731,2020-01-27T17:50:02.000000000Z,40,2020-01-27T17:40:02.000000000Z,40,2020-02-24T17:50:02.000000000Z,40
1732,2020-01-27T17:55:02.000000000Z,40,2020-01-27T17:45:02.000000000Z,40,2020-02-24T17:55:02.000000000Z,40
1733,2020-01-27T18:00:03.000000000Z,40,2020-01-27T17:50:02.000000000Z,40,2020-02-24T18:00:02.000000000Z,40
